date,ttt_group,clicks_A,clicks_B,clicks_C,cost_A,cost_B,cost_C,bookings_A,bookings_B,bookings_C,booking_rev_A,booking_rev_B,booking_rev_C
2019-10-18,medium,89389,9281,90411,71419,5587,72338,3550,295,3591,575625,44476,575793
2019-10-18,long,1397,2930,134366,637,1466,108432,32,53,3038,4925,8032,461311
2019-10-25,short,270965,161147,59428,262431,146255,47613,13106,6235,2874,1971390,1044881,431210
2019-10-25,medium,94339,10925,107363,74667,6604,86360,3714,344,4226,576499,53047,664422
2019-10-25,long,699,2804,124692,294,1403,100280,15,47,2611,2256,7333,392029
2019-11-01,short,219237,145992,48235,212147,134270,38627,10596,5645,2331,1693528,943510,369906
2019-11-01,medium,110322,12250,121119,87886,7414,97620,4362,388,4789,723756,59269,723992
2019-11-01,long,338,2651,116239,132,1335,93920,7,41,2257,1061,6152,348719
2019-11-08,short,200297,123020,45004,193614,111886,36096,9665,4749,2172,1472423,730589,328472
2019-11-08,medium,127358,10602,115527,104554,6379,93693,5169,344,4689,816375,52754,727397
2019-11-08,long,469,2845,133371,188,1428,108268,9,45,2639,1378,7159,428765
2019-11-15,short,206827,116194,45412,200343,104724,36394,9960,4476,2187,1517564,697281,337427
2019-11-15,medium,147660,10434,102634,123984,6291,82347,6144,347,4270,959641,52282,641636
2019-11-15,long,581,3174,152752,237,1598,124784,12,52,3104,1916,7839,474844
2019-11-22,short,234847,137261,51724,228142,124684,41589,11294,5281,2487,1747050,844263,386382
2019-11-22,medium,154949,9548,94201,132042,5743,75433,6584,325,4003,1030815,50689,638502
2019-11-22,long,971,4287,171983,407,2164,137752,20,72,3602,3022,11060,549939
2019-11-29,short,287926,174519,73102,277470,157979,59353,13844,6713,3515,2224577,1054862,554280
2019-11-29,medium,149152,8628,83221,129237,5235,67037,6424,297,3584,1047180,45663,548613
2019-11-29,long,1413,4496,190768,613,2252,152677,31,78,4128,4845,12427,635601
2019-12-06,short,369472,228640,89767,357051,208088,72687,17769,8797,4317,2760737,1382049,659307
2019-12-06,medium,121756,6862,69575,104829,4124,55856,5230,236,2989,799202,37752,463633
2019-12-06,long,1993,4995,207011,895,2516,166096,45,89,4625,7554,13435,700806
2019-12-13,short,465744,290771,115983,450360,265087,94262,22403,11189,5579,3438398,1679182,890599
2019-12-13,medium,57399,5380,48496,47042,3280,38917,2348,176,1984,359711,27595,306686
2019-12-13,long,2239,5467,221203,1034,2822,181362,51,100,5081,8301,15287,807738
2019-12-20,short,547081,286747,113947,534480,258410,91499,26634,11168,5547,4203144,1784794,887074
2019-12-20,medium,31717,3966,45392,24734,2385,37020,1235,124,1767,192370,18915,270010
2019-12-20,long,3063,4862,232684,1449,2437,189121,72,91,5461,11202,14419,886211
2019-12-27,short,455013,211821,82563,450900,190774,66098,22380,8335,4061,3438654,1308682,612062
2019-12-27,medium,42562,6187,54228,33078,3778,43440,1648,192,2100,251564,31436,339571
2019-12-27,long,3811,5768,239062,1819,2899,191418,91,110,5694,13693,17309,913487
2019-01-05,short,64958,39925,16296,62977,36422,13291,3139,1543,788,508980,239212,125799
2019-01-05,medium,55259,6576,68129,43446,3962,54985,2149,205,2649,342436,31326,409411
2019-01-05,long,3662,4992,224717,1768,2506,181524,88,96,5395,14526,15117,848900
2019-01-12,short,59074,34811,14651,56873,31370,11849,2843,1340,705,465991,202027,107349
2019-01-12,medium,71136,8906,88999,56079,5415,72154,2785,279,3484,427415,44953,529313
2019-01-12,long,3799,5677,227350,1824,2867,182088,91,109,5448,14362,16808,860846
2019-01-19,short,72856,41482,15974,70469,37395,12781,3498,1593,767,532671,240652,129612
2019-01-19,medium,97804,11673,102997,77922,7130,82591,3858,368,4063,587904,60250,623191
2019-01-19,long,3546,5531,230877,1686,2781,185049,84,105,5480,13009,16158,836566
2019-01-26,short,97099,63609,23191,93354,58006,18642,4661,2443,1113,764482,379127,169863
2019-01-26,medium,118080,14393,124588,94044,8812,99895,4692,458,4950,746274,68796,747923
2019-01-26,long,2802,4847,235755,1310,2426,191749,65,91,5509,10675,13763,845050
2019-02-02,short,146596,83161,37032,141689,74879,30137,7040,3195,1778,1069812,496528,269832
2019-02-02,medium,142694,15488,140875,114456,9412,112815,5706,495,5634,932417,79009,874732
2019-02-02,long,2701,6243,238643,1246,3199,192804,62,115,5472,9703,17442,875244
2019-02-09,short,204404,123688,48411,196701,111783,38911,9821,4754,2326,1524900,714074,376343
2019-02-09,medium,161701,16671,155534,130320,10114,124742,6500,536,6252,1054147,87747,948035
2019-02-09,long,2381,5621,245075,1071,2816,196784,54,101,5508,8744,16043,836665
2019-02-16,short,269749,162485,73971,260343,147191,60731,12975,6252,3558,2005610,954507,561797
2019-02-16,medium,177312,17957,164730,143186,10891,131807,7157,580,6649,1090366,91062,1108208
2019-02-16,long,2264,5897,252353,1008,2960,202577,50,104,5566,7846,16447,835228
2019-02-23,short,344203,208468,82251,334538,190304,66844,16572,8030,3960,2517678,1211715,606726
2019-02-23,medium,189938,17382,169645,154268,10470,135853,7697,564,6875,1274788,86596,1085717
2019-02-23,long,1995,6442,262409,869,3247,210239,43,112,5705,6907,18226,920860
2019-03-02,short,399449,250432,92668,387255,229023,74843,19244,9652,4464,2974754,1534140,709762
2019-03-02,medium,197585,16614,168970,161694,9977,135599,8045,541,6880,1221323,83941,1138239
2019-03-02,long,2024,7052,277050,876,3569,221864,44,122,5992,7030,19957,950779
2019-03-09,short,454493,276993,97223,441829,253112,77943,21906,10681,4686,3340861,1701699,713587
2019-03-09,medium,199381,17322,164026,164345,10521,131944,8153,567,6707,1246464,93431,1101581
2019-03-09,long,2182,6805,295865,947,3406,237304,47,118,6413,7198,18065,968772
2019-03-16,short,491523,290422,111763,475498,263069,89846,23700,11203,5389,3725348,1749836,812081
2019-03-16,medium,189775,16168,166165,155842,9759,134207,7779,530,6811,1181384,81732,1026697
2019-03-16,long,2566,7497,315348,1127,3765,252727,56,131,6885,8895,20855,1063370
2019-03-23,short,500265,309047,128538,484710,281942,105085,24130,11925,6200,3709190,1818585,989280
2019-03-23,medium,185312,15421,158439,152818,9320,128123,7597,506,6495,1149675,75923,1023303
2019-03-23,long,3014,7716,336092,1344,3871,270235,67,136,7421,10439,20651,1244604
2019-03-30,short,528203,319578,113661,514074,292094,91293,25485,12335,5484,4061279,1891656,909140
2019-03-30,medium,168364,15953,159421,137877,9731,129666,6885,522,6519,1054242,79259,981978
2019-03-30,long,3121,7745,357412,1401,3895,290192,70,139,8005,10726,20930,1246158
2019-04-06,short,540907,307860,115979,524716,278329,92809,26105,11886,5597,3924859,1883014,905905
2019-04-06,medium,164110,14234,150457,133885,8555,121421,6672,463,6117,1033756,74939,949997
2019-04-06,long,3878,8676,375154,1773,4387,303773,88,158,8536,14258,24681,1347364
2019-04-13,short,514346,305847,121309,497091,276991,97871,24844,11819,5860,3738464,1816392,890389
2019-04-13,medium,157254,15503,150525,127320,9396,121208,6348,501,6076,993565,75220,911477
2019-04-13,long,4491,8293,390086,2089,4165,317032,104,154,9026,15895,24626,1433479
2019-04-20,short,476487,297673,106828,460957,271525,85728,23028,11509,5163,3698704,1806645,842006
2019-04-20,medium,162744,16559,154697,131210,10033,123934,6532,532,6209,990040,84094,964798
2019-04-20,long,5717,9486,397047,2702,4776,318826,135,179,9351,22962,27253,1603379
2019-04-27,short,429284,259012,96082,416263,235784,77268,20730,10006,4640,3204212,1579303,720986
2019-04-27,medium,173484,17408,166056,140043,10542,133315,6937,557,6640,1094328,86512,1012398
2019-04-27,long,7010,10228,398281,3387,5181,318853,168,196,9551,25827,31266,1441997
2019-05-04,short,389349,256975,91423,376376,235840,73736,18788,9920,4412,2955431,1557347,679911
2019-05-04,medium,172146,20457,196480,137993,12565,160124,6871,653,7843,1035518,104677,1251846
2019-05-04,long,7295,9202,396834,3571,4637,320093,178,180,9688,27440,27622,1610909
2019-05-11,short,393449,245956,91627,379686,223815,73697,18979,9491,4420,2881832,1517305,663019
2019-05-11,medium,197467,21230,211734,157818,12839,170703,7885,678,8454,1221472,105051,1365997
2019-05-11,long,8995,9204,387253,4502,4620,310212,223,183,9621,35095,28920,1471190
2019-05-18,short,402091,250838,95532,388411,228425,77107,19385,9675,4606,2936305,1490360,701776
2019-05-18,medium,218932,24326,236010,175815,14844,191318,8757,778,9440,1393448,124270,1471991
2019-05-18,long,9402,8907,373581,4752,4471,299174,237,180,9435,36057,27257,1428595
2019-05-25,short,437091,261118,94930,424222,237625,76125,21057,10063,4573,3205983,1776591,705991
2019-05-25,medium,250694,25492,253752,201177,15372,203939,10051,818,10174,1555791,130132,1565396
2019-05-25,long,9503,8106,355747,4927,4120,290080,244,166,9123,39789,25262,1380098
2019-06-01,short,484802,287043,113745,467832,259430,91570,23348,11059,5478,3829551,1726429,864478
2019-06-01,medium,276502,27690,273083,222597,16719,219503,11115,890,10978,1669850,134984,1673142
2019-06-01,long,10568,8391,331829,5514,4253,266368,275,175,8633,43744,28133,1395800
2019-06-08,short,571289,315416,123957,554942,284465,99475,27516,12153,5970,4404153,1840232,923547
2019-06-08,medium,305550,30065,282380,247093,18195,226115,12315,969,11382,1851472,152484,1875781
2019-06-08,long,9459,6733,308899,5000,3411,252440,249,142,8145,41436,21383,1240289
2019-06-15,short,613117,389557,145164,590956,354782,116858,29539,15015,6994,4745905,2353685,1153463
2019-06-15,medium,317111,28593,305441,257062,17158,246444,12815,924,12344,1939862,148622,1896069
2019-06-15,long,11015,6648,279356,5891,3338,223824,294,142,7451,45540,21376,1148115
2019-06-22,short,669941,428411,180701,645777,390512,147867,32286,16517,8708,5337496,2576174,1321394
2019-06-22,medium,335097,30501,310884,272004,18349,249995,13579,989,12597,2060731,159813,2083808
2019-06-22,long,9789,5499,252385,5287,2763,204628,263,118,6784,41208,19555,1075978
2019-06-29,short,738733,465084,191998,713737,424094,156747,35605,17933,9254,5703245,2712458,1400596
2019-06-29,medium,336051,31928,323467,273144,19337,261665,13652,1038,13141,2107599,159702,2079594
2019-06-29,long,8576,5516,224318,4624,2815,181883,231,119,6037,37540,17962,976586
2019-07-06,short,835133,474184,198141,808537,427725,160258,40260,18287,9552,6366840,2959922,1436263
2019-07-06,medium,362755,30465,301009,297241,18316,240960,14773,993,12258,2277723,149494,1893667
2019-07-06,long,7691,4684,198646,4122,2359,159844,205,100,5295,33267,16011,890249
2019-07-13,short,889880,512025,203270,862483,463133,163808,42912,19753,9802,6524192,3166712,1478356
2019-07-13,medium,361113,31541,291568,297192,19139,233626,14748,1030,11907,2332964,158494,1826232
2019-07-13,long,5091,4075,178852,2656,2068,145587,133,85,4658,20263,13716,715845
2019-07-20,short,900651,561472,211126,869339,510866,169990,43446,21667,10184,6739134,3493662,1531436
2019-07-20,medium,325386,27985,309186,267458,16928,252525,13335,918,12672,2005459,143308,1963022
2019-07-20,long,3556,3307,164445,1795,1654,134058,89,66,4126,13823,10724,635356
2019-07-27,short,950974,527778,225897,928669,478827,184319,45882,20371,10899,7004360,3210719,1697850
2019-07-27,medium,315958,27476,286480,260741,16709,233538,13000,904,11787,2183516,139174,1855845
2019-07-27,long,2406,3679,155460,1152,1857,125308,57,70,3714,8786,11521,586167
2019-08-03,short,912994,556093,241625,884414,506314,198227,44057,21468,11660,7021183,3331025,1754057
2019-08-03,medium,323783,25695,238423,269149,15561,190754,13369,849,9845,2010310,127836,1570025
2019-08-03,long,1678,3321,148982,775,1670,120543,39,61,3424,5983,9533,581745
2019-08-10,short,918326,529349,247375,886696,477104,202735,44324,20440,11940,6867302,3089024,1831247
2019-08-10,medium,285087,21517,230518,236542,12925,186252,11809,713,9549,1902914,112277,1541023
2019-08-10,long,1804,3184,135004,842,1595,108009,42,59,3135,6763,9388,477728
2019-08-17,short,901268,546888,207193,872361,497303,166881,43511,21122,10003,6599018,3195521,1518655
2019-08-17,medium,258859,18961,201421,216340,11430,163139,10747,630,8362,1855655,100803,1272659
2019-08-17,long,1725,2860,124701,821,1449,101292,41,54,2944,6417,8157,478516
2019-08-24,short,884586,501370,201294,857598,452772,162185,42722,19371,9722,6540917,3093269,1582104
2019-08-24,medium,230173,17817,169975,192363,10814,136771,9567,592,7065,1577781,94716,1108428
2019-08-24,long,2004,2791,115891,967,1403,92849,48,54,2792,7228,8831,423665
2019-08-31,short,835914,456607,189190,813206,411864,152855,40395,17652,9142,6508795,2737566,1400249
2019-08-31,medium,195788,15061,148726,163426,9123,119949,8145,501,6187,1239274,76929,930271
2019-08-31,long,2153,2533,110860,1063,1276,89571,53,50,2730,8308,7885,442127
2019-09-07,short,704789,472449,151142,684672,436581,121122,34073,18272,7307,5513186,2822666,1202867
2019-09-07,medium,168736,11898,127407,141125,7143,102882,7027,396,5306,1089272,62845,843123
2019-09-07,long,2636,2762,108657,1329,1400,87173,66,56,2730,10819,8960,433541
2019-09-14,short,623588,387384,144654,606285,354876,117162,30148,14983,6994,5129062,2351479,1075634
2019-09-14,medium,143987,10764,108348,120446,6511,87469,5999,359,4514,912369,56743,696677
2019-09-14,long,2798,2556,110276,1426,1288,88971,71,52,2808,10983,8366,431566
2019-09-21,short,545495,313640,138023,527795,283179,112466,26372,12130,6673,4183542,1873060,1079390
2019-09-21,medium,121269,8794,93963,102066,5332,76602,5043,293,3907,805455,44204,590973
2019-09-21,long,3047,2623,113852,1556,1315,91409,78,54,2906,12005,8392,444130
2019-09-28,short,479198,278451,107531,464806,252368,86530,23174,10773,5200,3639238,1616217,795721
2019-09-28,medium,104762,8786,81207,86658,5331,65068,4330,291,3356,652999,45805,519194
2019-09-28,long,3062,2848,118835,1555,1433,95346,77,58,3000,11781,9115,492360
2019-10-05,short,403825,240043,90309,390624,217579,72442,19527,9286,4367,3117491,1511903,715824
2019-10-05,medium,91000,8677,75498,74646,5306,60501,3715,283,3082,561810,43073,478395
2019-10-05,long,2437,2926,123646,1201,1476,99574,60,58,3045,9488,9200,471416
2019-10-12,short,343206,195073,86659,332334,176014,70650,16599,7548,4191,2580709,1142123,658121
2019-10-12,medium,78691,7742,81452,63312,4662,65816,3163,249,3274,481547,37416,523007
2019-10-12,long,1809,2805,125550,858,1405,101120,43,53,2974,6466,8215,460701
2019-10-19,short,297752,163950,65659,288736,147559,52707,14403,6345,3176,2253610,990566,520187
2019-10-19,medium,81566,8913,84895,65042,5389,68036,3234,283,3366,497179,42709,517461
2019-10-19,long,1134,2780,122212,510,1399,98670,25,50,2738,4012,7525,440753
2019-10-26,short,242779,143722,52433,235564,130605,42005,11742,5561,2536,1798673,906152,403189
2019-10-26,medium,86518,10067,102809,68814,6119,83554,3403,317,4044,519763,49774,627258
2019-10-26,long,521,2536,112447,216,1279,91068,11,42,2323,1668,6709,355552
2019-11-02,short,200681,123693,46611,194097,112613,37562,9697,4782,2252,1636322,738460,357026
2019-11-02,medium,104590,10905,109163,83626,6573,87750,4151,346,4332,627170,53341,666101
2019-11-02,long,324,2638,108435,127,1339,87606,6,41,2110,967,6210,317561
2019-11-09,short,182355,107967,44519,176517,97883,36130,8796,4167,2148,1380702,646556,329289
2019-11-09,medium,119067,10903,103699,97263,6606,83259,4850,355,4224,737977,53470,681816
2019-11-09,long,430,3053,124304,171,1549,100230,9,48,2468,1445,7261,372229
2019-11-16,short,188025,111896,41822,182489,101780,33638,9052,4309,2013,1361450,672383,304804
2019-11-16,medium,130445,9318,99686,109018,5599,80557,5446,311,4161,882528,47145,648524
2019-11-16,long,654,3376,142133,267,1694,113822,13,55,2900,1952,8602,436012
2019-11-23,short,216928,127492,55720,208804,114829,45253,10432,4905,2679,1607256,783451,403774
2019-11-23,medium,137322,8785,89833,117592,5335,72952,5850,299,3827,964315,50556,612375
2019-11-23,long,847,3441,160846,357,1726,130473,18,58,3384,2884,8933,521528
2019-11-30,short,276525,165140,67226,267176,149600,54429,13296,6352,3232,2036771,953918,530983
2019-11-30,medium,130662,7568,78797,112797,4576,63856,5633,261,3397,886197,41199,514754
2019-11-30,long,1321,4156,177197,576,2090,142413,29,72,3852,4609,11073,589588
2019-12-07,short,348510,224317,80175,335873,204599,64302,16761,8631,3856,2569582,1336594,619662
2019-12-07,medium,106187,6482,60535,91142,3922,48434,4549,222,2593,696990,34109,406944
2019-12-07,long,1631,3850,192786,733,1926,157276,37,69,4326,5655,10975,682134
2019-12-14,short,451976,269106,105225,435048,242771,84414,21742,10356,5062,3406216,1553631,827566
2019-12-14,medium,41047,4450,40129,33113,2719,32281,1652,143,1615,260995,23152,261658
2019-12-14,long,2380,4562,204623,1101,2289,165132,55,84,4716,8571,13226,722801
2019-12-21,short,477287,268847,117378,466568,244614,96288,23286,10493,5727,3564131,1578674,972750
2019-12-21,medium,31243,3733,41470,24454,2240,33628,1214,116,1612,188931,17972,249946
2019-12-21,long,3017,4943,213848,1422,2478,171695,71,93,5031,11563,14113,799130
2019-12-28,short,340538,188613,70102,334987,172330,56596,16733,7414,3445,2534077,1153563,535186
2019-12-28,medium,41826,5386,50966,32655,3255,40786,1620,167,1974,257115,25728,296279
2019-12-28,long,3249,4711,220781,1555,2362,179025,78,90,5267,12075,14064,839818
